Time    U    dU_0    dU_1    dU_2    dU_3    dU_4    dU_5    dU_6    dU_7    dU_8    dU_9    dU_10    dU_11    dU_12    dU_13    dU_14    dU_15    dU_16    dU_17    dU_18    dU_19    dU_20    dU_21    dU_22    dU_23    dU_24    dU_25    dU_26    dU_27    dU_28    dU_29    dU_30    dU_31    dU_32    dU_33    dU_34    dU_35    dU_36    dU_37    dU_38    dU_39    dU_40    dU_41    dU_42    dU_43    dU_44    dU_45    dU_46    dU_47    dU_48    dU_49    dU_50    dU_51    dU_52    dU_53    dU_54    dU_55    dU_56    dU_57    dU_58    dU_59    dU_60    dU_61    dU_62    dU_63    pV
0.2000 -473829.59 -923.96875 -922.43750 -921.40625 -920.87500 -919.34375 -918.78125 -917.75000 -916.71875 -915.15625 -790.18750 -675.34375 -568.34375 -469.68750 -368.50000 -279.15625 -201.78125 -135.50000 -81.156250 -37.531250 -6.4687500 13.218750 20.937500 13.187500 7.9375000 3.5312500 0.0000000 -2.0625000 -3.0625000 -3.1875000 -2.4375000 -1.0000000 1.0625000 3.6875000 6.8125000 10.375000 13.937500 17.906250 21.937500 25.875000 30.000000 34.375000 37.687500 41.406250 45.031250 49.000000 51.812500 55.125000 58.812500 62.343750 66.062500 70.531250 75.593750 81.343750 87.656250 93.031250 98.906250 105.37500 111.00000 117.06250 123.15625 129.28125 135.50000 141.68750 147.75000 22.326584
0.4000 -472999.34 -928.50000 -928.06250 -927.62500 -927.21875 -926.78125 -926.34375 -925.90625 -925.46875 -925.03125 -797.75000 -679.46875 -569.21875 -469.59375 -365.15625 -272.37500 -193.00000 -124.87500 -67.531250 -22.500000 9.9062500 31.906250 41.343750 26.812500 15.750000 6.7187500 0.0000000 -5.2812500 -9.0625000 -11.687500 -13.125000 -13.500000 -13.062500 -11.875000 -10.000000 -7.5625000 -4.8125000 -1.7500000 1.6250000 4.9375000 8.4375000 11.875000 15.250000 18.687500 22.000000 25.031250 28.125000 31.312500 34.656250 37.906250 41.375000 45.156250 50.468750 55.875000 61.468750 67.062500 72.750000 78.500000 84.375000 90.250000 96.187500 102.12500 108.12500 114.18750 120.12500 22.323145
0.6000 -473134.41 -922.03125 -920.03125 -919.40625 -920.18750 -918.15625 -918.96875 -918.34375 -917.71875 -915.71875 -792.31250 -678.78125 -571.75000 -474.18750 -373.56250 -282.59375 -207.34375 -139.84375 -87.375000 -43.312500 -12.500000 7.4062500 14.031250 8.3437500 5.8437500 3.0625000 0.0000000 -0.78125000 -0.71875000 0.28125000 1.8437500 4.2187500 6.9687500 10.218750 13.906250 17.968750 22.125000 26.500000 30.968750 35.218750 39.593750 45.250000 47.937500 51.843750 55.656250 60.812500 62.843750 66.406250 70.218750 73.875000 77.781250 83.437500 87.843750 93.843750 101.18750 105.87500 112.03125 119.62500 124.46875 130.78125 137.15625 143.50000 149.84375 156.31250 162.59375 22.329809
0.8000 -472504.50 -929.03125 -927.65625 -927.43750 -928.37500 -926.93750 -927.84375 -927.62500 -927.40625 -926.00000 -801.65625 -686.09375 -578.84375 -480.34375 -378.31250 -287.75000 -209.87500 -142.06250 -88.312500 -43.406250 -11.531250 9.5625000 17.406250 10.812500 7.2500000 3.6250000 0.0000000 -1.4687500 -2.0312500 -1.7187500 -0.62500000 1.0312500 3.4062500 6.2500000 9.5312500 13.218750 17.000000 21.093750 25.156250 29.218750 33.437500 38.562500 41.156250 44.968750 48.656250 53.343750 55.468750 58.843750 62.593750 66.093750 69.781250 75.093750 79.531250 85.281250 92.312500 97.031250 102.96875 110.21875 115.03125 121.15625 127.31250 133.46875 139.71875 145.93750 152.09375 22.305168
1.0000 -472890.62 -936.62500 -935.37500 -934.43750 -933.84375 -932.59375 -931.96875 -931.03125 -930.06250 -928.81250 -805.56250 -689.09375 -582.68750 -485.06250 -382.34375 -292.78125 -214.28125 -148.03125 -93.750000 -50.781250 -18.906250 1.6250000 9.3125000 5.1250000 2.8437500 1.0937500 0.0000000 0.093750000 0.87500000 2.5000000 4.6875000 7.5312500 10.812500 14.562500 18.593750 23.062500 27.406250 32.000000 36.718750 41.156250 45.750000 50.468750 54.250000 58.250000 62.125000 66.343750 69.500000 73.125000 76.937500 80.656250 84.625000 89.218750 94.750000 100.75000 107.25000 113.00000 119.12500 125.78125 131.65625 137.93750 144.25000 150.68750 157.06250 163.40625 169.71875 22.294992
1.2000 -473057.03 -944.00000 -942.06250 -941.62500 -942.81250 -940.84375 -942.00000 -941.59375 -941.21875 -939.28125 -812.12500 -697.00000 -588.31250 -487.31250 -385.84375 -292.53125 -215.56250 -145.78125 -90.437500 -44.187500 -11.937500 8.5312500 16.375000 9.9687500 6.9687500 3.6250000 0.0000000 -1.0312500 -1.2812500 -0.75000000 0.53125000 2.4687500 4.9375000 7.8750000 11.281250 15.031250 18.781250 22.812500 26.968750 30.843750 34.937500 40.437500 42.593750 46.281250 49.781250 54.718750 56.406250 59.718750 63.218750 66.593750 70.156250 75.593750 79.437500 84.968750 92.000000 96.093750 101.71875 109.09375 113.25000 119.09375 124.87500 130.71875 136.65625 142.53125 148.28125 22.309166
1.4000 -472246.31 -937.78125 -935.78125 -934.25000 -933.15625 -931.18750 -930.12500 -928.59375 -927.03125 -925.06250 -801.12500 -685.84375 -578.78125 -480.71875 -378.65625 -288.75000 -210.84375 -144.34375 -88.812500 -44.468750 -12.781250 6.7187500 15.812500 9.7500000 5.7187500 2.4375000 0.0000000 -1.1250000 -1.3750000 -0.87500000 0.43750000 2.3750000 4.9375000 7.8750000 11.375000 15.187500 19.125000 23.281250 27.562500 31.656250 35.937500 40.375000 43.937500 47.750000 51.500000 55.437500 58.437500 61.875000 65.562500 69.093750 72.937500 77.500000 82.812500 88.593750 94.875000 100.43750 106.43750 112.93750 118.68750 124.81250 131.00000 137.31250 143.56250 149.87500 156.00000 22.290323
1.6000 -472326.34 -933.28125 -930.93750 -930.18750 -931.06250 -928.68750 -929.59375 -928.81250 -928.09375 -925.75000 -800.06250 -685.96875 -579.25000 -480.87500 -379.59375 -288.84375 -210.65625 -142.06250 -87.718750 -42.656250 -10.281250 10.468750 19.093750 11.937500 8.3437500 4.3125000 0.0000000 -1.7812500 -2.5625000 -2.5312500 -1.6562500 -0.062500000 2.1250000 4.8125000 8.0000000 11.562500 15.250000 19.218750 23.312500 27.250000 31.312500 36.812500 39.000000 42.687500 46.343750 51.406250 53.187500 56.531250 60.187500 63.687500 67.375000 72.968750 77.000000 82.687500 90.093750 94.312500 100.25000 107.84375 112.21875 118.31250 124.43750 130.68750 136.75000 143.00000 149.06250 22.281898
1.8000 -472704.69 -948.81250 -947.81250 -947.31250 -947.34375 -946.34375 -946.40625 -945.90625 -945.40625 -944.40625 -818.06250 -701.59375 -594.18750 -494.46875 -392.37500 -300.25000 -222.09375 -155.03125 -99.031250 -54.312500 -21.843750 -0.87500000 8.3125000 4.5000000 2.5312500 1.0312500 0.0000000 0.28125000 1.2500000 2.8750000 5.1250000 8.0000000 11.218750 14.937500 18.937500 23.187500 27.437500 31.937500 36.468750 40.750000 45.156250 49.781250 53.250000 57.187500 60.937500 65.031250 67.906250 71.437500 75.093750 78.625000 82.375000 86.968750 92.125000 97.812500 104.09375 109.43750 115.31250 121.78125 127.18750 133.21875 139.28125 145.31250 151.31250 157.50000 163.43750 22.269279
2.0000 -472896.81 -966.46875 -963.56250 -962.09375 -962.03125 -959.12500 -959.09375 -957.62500 -956.15625 -953.25000 -825.96875 -708.75000 -600.03125 -499.53125 -394.75000 -301.15625 -221.81250 -150.81250 -95.031250 -48.312500 -13.906250 9.1562500 18.218750 11.500000 7.8750000 4.0000000 0.0000000 -1.7500000 -2.5312500 -2.4375000 -1.6250000 -0.12500000 1.9375000 4.5625000 7.7500000 11.250000 14.875000 18.750000 22.750000 26.687500 30.781250 36.062500 38.375000 42.062500 45.562500 50.500000 52.312500 55.750000 59.343750 62.812500 66.531250 71.937500 76.156250 81.812500 89.000000 93.375000 99.312500 106.71875 111.28125 117.43750 123.56250 129.62500 135.87500 142.03125 148.15625 22.294817
